ville,lien,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Barchain (57830),/management/ville/barchain/ville-57050,5.6,6.1,6.1,6.1,5.3,5.3,7.4,7.2,6.8,7.3,8.1,8.2,8.3,8,7.1,6.7,6.3
Barcillonnette (05110),/management/ville/barcillonnette/ville-05013,7,7.2,7.2,7.2,6.9,6.4,7.3,7.5,8,8.5,9,9,9.2,9.1,8.6,8.4,7.8
Barcugnan (32170),/management/ville/barcugnan/ville-32028,5.6,5.8,6.3,6.3,5.7,5.5,6.6,6.9,7.2,7.7,8.5,8.4,8.8,8.4,7.6,7.1,6.7
Barcus (64130),/management/ville/barcus/ville-64093,6.3,6.5,6.4,6.4,5.8,6.1,7.4,6.9,6.8,7.2,7.4,7.3,7.1,7,6.6,6.3,5.9
Barcy (77910),/management/ville/barcy/ville-77023,6.7,7.5,7.5,7.5,6.8,6.2,7.9,8,8,8.6,9.5,9.6,9.5,9.6,9,8.8,8.1
Bard (42600),/management/ville/bard/ville-42012,8.2,8.4,8.4,8.4,7.5,7,9.2,8.9,8.8,9.4,9.9,10,10.2,9.9,9.1,8.8,8.1
Bard-le-Régulier (21430),/management/ville/bard-le-regulier/ville-21046,6.9,7.1,6.9,6.9,6.3,5.8,7.3,7.5,7.3,8,8.6,8.5,8.8,8.4,7.8,7.4,7
Bard-lès-Époisses (21460),/management/ville/bard-les-epoisses/ville-21047,6.5,6.7,7,7,6.2,5.7,7.7,7.3,7.2,7.8,8.4,8.3,8.8,8.7,7.6,7.4,6.9
Bard-lès-Pesmes (70140),/management/ville/bard-les-pesmes/ville-70048,6.7,7,7.3,7.3,6.6,6.3,8.1,8,7.5,7.9,8.3,8.2,8.4,8.3,7.7,7.3,7
Bardenac (16210),/management/ville/bardenac/ville-16029,8.3,8.6,8.7,8.7,8.1,7.7,9.2,9.1,9.4,10.4,10.6,10.4,10.5,10.1,9.3,8.9,8.3
Bardigues (82340),/management/ville/bardigues/ville-82010,8.4,8.6,9.2,9.2,8.7,8.1,9.5,9.9,10.1,10.7,11.3,11.4,11.9,11.8,11.1,10.6,9.8
Bardos (64520),/management/ville/bardos/ville-64094,7.8,7.7,7.3,7.3,6.9,6.5,7.9,8,8,8.7,9.1,9,9,8.7,8.2,7.9,7.3
Bardou (24560),/management/ville/bardou/ville-24024,8.3,8.7,8.9,8.9,8.2,7.9,9.7,10,10.6,11.4,11.9,11.7,11.7,11,10.3,9.8,9.4
Bardouville (76480),/management/ville/bardouville/ville-76056,8.8,9.3,9.1,9.1,8.1,7.5,9.4,9.5,9.5,10.2,10.8,10.7,10.7,10.6,9.9,9.4,8.9
Barèges (65120),/management/ville/bareges/ville-65481,8.8,9.2,8.9,8.9,8.3,7.7,9.8,9.9,9.9,10.8,11.3,11.3,11.5,11.3,10.4,9.9,9.4
Bareilles (65240),/management/ville/bareilles/ville-65064,8.8,9.2,8.9,8.9,8.3,7.7,9.8,9.9,9.9,10.8,11.3,11.3,11.5,11.3,10.4,9.9,9.4
Barembach (67130),/management/ville/barembach/ville-67020,4.6,4.9,5.1,5.1,4.3,4.2,6,5.8,5.7,6.2,6.8,6.7,6.7,6.5,6.1,5.5,5.1
Baren (31440),/management/ville/baren/ville-31046,7.8,8.1,8.7,8.7,8.1,8.1,9.8,10,10.2,10.8,11,10.6,10.9,10.7,9.6,9.2,8.9
Barentin (76360),/management/ville/barentin/ville-76057,8.8,9.3,9.1,9.1,8.1,7.5,9.4,9.5,9.5,10.2,10.8,10.7,10.7,10.6,9.9,9.4,8.9
Barenton (50720),/management/ville/barenton/ville-50029,5,5.2,5.4,5.4,4.9,4.6,6.3,6.1,6,6.3,6.7,6.8,6.8,6.5,6.2,5.9,5.4
Barenton-Bugny (02000),/management/ville/barenton-bugny/ville-02046,8.6,9.3,9.6,9.6,8.9,8.6,10.5,11.2,11.5,12.5,13.1,12.7,12.7,12.5,11.7,11,10.3
Barenton-Cel (02000),/management/ville/barenton-cel/ville-02047,8.6,9.3,9.6,9.6,8.9,8.6,10.5,11.2,11.5,12.5,13.1,12.7,12.7,12.5,11.7,11,10.3
Barenton-sur-Serre (02270),/management/ville/barenton-sur-serre/ville-02048,8.6,9.3,9.6,9.6,8.9,8.6,10.5,11.2,11.5,12.5,13.1,12.7,12.7,12.5,11.7,11,10.3
Barésia-sur-l'Ain (39130),/management/ville/baresia-sur-l-ain/ville-39038,7.1,7.5,7.1,7.1,6.7,6.6,9.9,8.8,7.3,7.6,8.3,8.5,8.7,8.4,7.7,7.1,6.5
Barfleur (50760),/management/ville/barfleur/ville-50030,9,9.5,9.6,9.6,8.6,7.9,9.4,9.2,9.1,9.3,9.6,9.5,9.4,8.9,8,7.3,6.7
Bargème (83840),/management/ville/bargeme/ville-83010,11.3,11.2,10.6,10.6,10.3,9.6,11.3,11.3,11.4,11.9,12.7,12.9,12.8,12.3,11.8,11.5,10.9
Bargemon (83830),/management/ville/bargemon/ville-83011,11.3,11.2,10.6,10.6,10.3,9.6,11.3,11.3,11.4,11.9,12.7,12.9,12.8,12.3,11.8,11.5,10.9
Barges (21910),/management/ville/barges/ville-21048,6.9,7.1,6.9,6.9,6.3,5.8,7.3,7.5,7.3,8,8.6,8.5,8.8,8.4,7.8,7.4,7
Barges (43340),/management/ville/barges/ville-43019,6.7,6.8,7,7,6.4,5.9,6.9,7,7,7.6,8.3,8.5,8.5,8.5,7.6,7.2,6.7
Barges (70500),/management/ville/barges/ville-70049,6.4,6.9,7.9,7.9,7.1,6.7,8.9,8.3,8.1,9.2,9.9,9.9,9.6,8.8,8.2,7.8,7.6
Bargny (60620),/management/ville/bargny/ville-60046,9.2,9.7,9.4,9.4,8.5,7.8,9.3,9.7,9.8,10.4,10.9,11,11.1,10.8,10.2,9.8,9.4
Barguelonne-en-Quercy (46800),/management/ville/barguelonne-en-quercy/ville-46263,7.8,8.3,8.5,8.5,7.7,7.4,8.9,9.4,10,10.5,10.9,10.7,10.6,10.4,10.1,9.8,9.4
Barie (33190),/management/ville/barie/ville-33027,8.7,9.1,8.6,8.6,7.6,7,8.4,8.8,8.9,9.5,9.8,9.9,10.1,9.8,9.2,8.7,8
Barinque (64160),/management/ville/barinque/ville-64095,7.3,7.6,7.1,7.1,6.6,6.2,7.5,7.6,7.5,7.8,8.2,8.4,8.5,8.2,7.6,7.3,6.9
Barisey-au-Plain (54170),/management/ville/barisey-au-plain/ville-54046,7.2,7.6,7.9,7.9,7.1,6.5,8.1,8.4,8.3,8.9,9.4,9.3,9.6,9.4,8.8,8.3,7.6
Barisey-la-Côte (54170),/management/ville/barisey-la-cote/ville-54047,7.2,7.6,7.9,7.9,7.1,6.5,8.1,8.4,8.3,8.9,9.4,9.3,9.6,9.4,8.8,8.3,7.6
Barisis-aux-Bois (02700),/management/ville/barisis-aux-bois/ville-02049,11.2,11.6,12.1,12.1,10.8,10.6,13.3,13.3,13.5,15.1,15.5,15.3,15.4,15.3,14.3,14,13.1
Barizey (71640),/management/ville/barizey/ville-71019,7.5,7.6,7.5,7.5,6.7,6.2,8.2,8.4,8.5,9.1,9.3,9.1,9.3,9.1,8.3,7.8,7.6
Barjac (09230),/management/ville/barjac/ville-09037,8.6,8.9,9.5,9.5,9.1,8.8,10.7,10.6,10.9,11.9,12.7,12.6,12.7,12.6,11.9,11.9,11.6
Barjac (30430),/management/ville/barjac/ville-30029,13.6,13.6,14,14,13,12,13.8,13.8,14.2,15.3,16.3,16.7,17.1,16.5,15.7,15.4,14.8
Barjac (48000),/management/ville/barjac/ville-48018,4.7,4.9,5,5,4.4,4,4.8,4.9,5.2,5.6,6.1,6,6.4,6.3,5.9,5.7,5.4
Barjols (83670),/management/ville/barjols/ville-83012,9.3,9.1,8.8,8.8,8.1,7.2,8.5,8.6,8.8,9.1,9.5,9.5,9.5,9.2,8.8,8.4,7.8
Barjon (21580),/management/ville/barjon/ville-21049,6.9,7.1,6.9,6.9,6.3,5.8,7.3,7.5,7.3,8,8.6,8.5,8.8,8.4,7.8,7.4,7
Barjouville (28630),/management/ville/barjouville/ville-28024,6.5,7,6.8,6.8,5.8,5.3,7,7.3,7.3,8,8.5,8.6,8.6,8.3,7.8,7.5,7.2
Barles (04140),/management/ville/barles/ville-04020,7.5,7.7,8.3,8.3,8.4,8.1,9.1,9.1,9.6,10.5,11.2,11.5,11.7,11.4,11,10.8,9.8
Barlest (65100),/management/ville/barlest/ville-65065,8.8,9.2,8.9,8.9,8.3,7.7,9.8,9.9,9.9,10.8,11.3,11.3,11.5,11.3,10.4,9.9,9.4
Barleux (80200),/management/ville/barleux/ville-80054,7.9,8.1,9.3,9.3,8.2,7.9,10.1,10.1,9.9,11.1,11.9,11.6,11.8,11.6,11,10.7,10.4
Barlieu (18260),/management/ville/barlieu/ville-18022,6.3,7,7.2,7.2,6.5,6.8,9.3,9.3,9.5,10.3,11,10.9,10.8,10.6,9.5,9.2,8.8
Barlin (62620),/management/ville/barlin/ville-62083,10.2,10.7,11.4,11.4,10.4,9.7,11.4,11.3,11.2,12.1,12.7,12.5,12.5,11.9,11,10.7,10
Barly (62810),/management/ville/barly/ville-62084,7,7.4,8,8,7.3,7,8.5,8.6,8.7,9.2,9.6,9.4,9.3,8.9,8.3,8,7.5
Barly (80600),/management/ville/barly/ville-80055,9.6,10.1,10.4,10.4,9.8,9,10.9,11,10.9,11.8,12.3,12,12.1,12,11.4,11,10.4
Barmainville (28310),/management/ville/barmainville/ville-28025,5.8,6.3,6.4,6.4,5.7,5.4,7.1,7.5,7.4,8,8.5,8.8,8.9,8.7,8,7.7,7.4
Barnas (07330),/management/ville/barnas/ville-07025,10.1,10.3,11.1,11.1,11,10.4,12.2,12,12.1,12.7,13.5,13.5,13.8,13.7,13.1,12.7,11.8
Barnave (26310),/management/ville/barnave/ville-26025,8.4,8.6,8.2,8.2,7.4,7.1,8.6,8.7,8.7,9.5,9.9,9.8,10.1,9.9,9.3,9.1,8.3
Barnay (71540),/management/ville/barnay/ville-71020,9,9.3,8.9,8.9,7.8,7.6,8.9,8.9,8.6,9,9.7,10,10.7,10.5,9.7,9.7,8.8
Barneville-Carteret (50270),/management/ville/barneville-carteret/ville-50031,9,9.5,9.6,9.6,8.6,7.9,9.4,9.2,9.1,9.3,9.6,9.5,9.4,8.9,8,7.3,6.7
Barneville-la-Bertran (14600),/management/ville/barneville-la-bertran/ville-14041,8.4,8.7,8.2,8.2,7.3,6.7,8.4,8.4,8.3,8.6,9.4,9.4,9.6,8.9,8.2,7.9,7.2
Barneville-sur-Seine (27310),/management/ville/barneville-sur-seine/ville-27039,8.8,9.3,9.1,9.1,8.1,7.5,9.4,9.5,9.5,10.2,10.8,10.7,10.7,10.6,9.9,9.4,8.9
Baromesnil (76260),/management/ville/baromesnil/ville-76058,7.8,8.2,8,8,7.2,7.4,10.7,9.6,9.3,10,10.6,10.3,10.5,10.5,9.5,9.2,8.7
Baron (30700),/management/ville/baron/ville-30030,12.1,12.2,12.3,12.3,11.2,10.3,12,12,12,12.8,13.8,14.1,14.2,13.5,12.5,12.3,11.4
Baron (33750),/management/ville/baron/ville-33028,8.7,9.1,8.6,8.6,7.6,7,8.4,8.8,8.9,9.5,9.8,9.9,10.1,9.8,9.2,8.7,8
Baron (60300),/management/ville/baron/ville-60047,9.2,9.7,9.4,9.4,8.5,7.8,9.3,9.7,9.8,10.4,10.9,11,11.1,10.8,10.2,9.8,9.4
Baron (71120),/management/ville/baron/ville-71021,7,6.9,7.1,7.1,6.1,5.8,8.2,8.1,7.8,8.1,8,7.9,7.9,7.8,7.1,6.7,6.6
Baron-sur-Odon (14210),/management/ville/baron-sur-odon/ville-14042,8.5,8.7,8.8,8.8,7.8,7,8.8,8.9,8.9,9.4,9.8,9.8,10,9.6,8.9,8.6,7.9
Baronville (57340),/management/ville/baronville/ville-57051,10.8,11.9,12.3,12.3,10.7,9.6,12.5,12.4,11.9,12.5,13.7,13.5,13.5,13.1,12.4,11.4,10.8
Barou-en-Auge (14620),/management/ville/barou-en-auge/ville-14043,8.5,8.7,8.8,8.8,7.8,7,8.8,8.9,8.9,9.4,9.8,9.8,10,9.6,8.9,8.6,7.9
Baroville (10200),/management/ville/baroville/ville-10032,8.7,9.1,9.3,9.3,8.3,7.8,9.1,9.2,9.7,10.7,11.6,12.1,12.7,12.6,11.8,11.3,10.7
Barquet (27170),/management/ville/barquet/ville-27040,7.3,8,8.3,8.3,7.5,7,8.8,9.1,9,9.8,10.5,10.3,10.4,10.4,9.7,9.2,8.6
Barr (67140),/management/ville/barr/ville-67021,4.6,4.9,5.1,5.1,4.3,4.2,6,5.8,5.7,6.2,6.8,6.7,6.7,6.5,6.1,5.5,5.1
Barrais-Bussolles (03120),/management/ville/barrais-bussolles/ville-03017,8.7,9.2,9.4,9.4,8.6,8.1,9.9,9.9,9.9,10.4,10.9,10.8,11.1,11,10.2,9.8,9.3
Barran (32350),/management/ville/barran/ville-32029,5.6,5.8,6.3,6.3,5.7,5.5,6.6,6.9,7.2,7.7,8.5,8.4,8.8,8.4,7.6,7.1,6.7
Barrancoueu (65240),/management/ville/barrancoueu/ville-65066,8.8,9.2,8.9,8.9,8.3,7.7,9.8,9.9,9.9,10.8,11.3,11.3,11.5,11.3,10.4,9.9,9.4
Barras (04380),/management/ville/barras/ville-04021,7.5,7.7,8.3,8.3,8.4,8.1,9.1,9.1,9.6,10.5,11.2,11.5,11.7,11.4,11,10.8,9.8
Barraute-Camu (64390),/management/ville/barraute-camu/ville-64096,7.3,7.6,7.1,7.1,6.6,6.2,7.5,7.6,7.5,7.8,8.2,8.4,8.5,8.2,7.6,7.3,6.9
Barraux (38530),/management/ville/barraux/ville-38027,7.2,7.4,7.1,7.1,6.4,6,7.7,7.5,7.3,7.7,8,8,8.3,8.2,7.6,7.3,6.8
Barre (81320),/management/ville/barre/ville-81023,9.5,9.8,10.4,10.4,9.6,9.1,10.3,10.3,10.5,11.1,11.5,11.6,11.5,11.1,10.3,9.9,9.5
Barre-des-Cévennes (48400),/management/ville/barre-des-cevennes/ville-48019,4.7,4.9,5,5,4.4,4,4.8,4.9,5.2,5.6,6.1,6,6.4,6.3,5.9,5.7,5.4
Barrême (04330),/management/ville/barreme/ville-04022,7.5,7.7,8.3,8.3,8.4,8.1,9.1,9.1,9.6,10.5,11.2,11.5,11.7,11.4,11,10.8,9.8
Barret (16300),/management/ville/barret/ville-16030,8,8.1,8.2,8.2,7.3,6.5,7.9,8.5,8.7,9.2,9.4,9.3,9.7,9.7,8.9,8.4,7.7
Barret-de-Lioure (26570),/management/ville/barret-de-lioure/ville-26026,9.1,9.3,9.8,9.8,9.6,8.9,10.1,10.4,10.2,11.1,11.7,11.9,12.4,12,11.3,10.9,10.1
Barret-sur-Méouge (05300),/management/ville/barret-sur-meouge/ville-05014,7.5,7.7,8.3,8.3,8.4,8.1,9.1,9.1,9.6,10.5,11.2,11.5,11.7,11.4,11,10.8,9.8
Barretaine (39800),/management/ville/barretaine/ville-39040,5.3,5.6,5.9,5.9,5.2,5.1,6.7,6.6,6,6.2,6.6,6.6,6.8,6.7,6.1,5.9,5.5
Barrettali (20228),/management/ville/barrettali/ville-2B030,9.1,9.5,9.9,9.9,9.1,8.1,8.7,9.2,9.6,9.7,10.6,11.5,11.9,11,10.1,9.6,8.8
Barriac-les-Bosquets (15700),/management/ville/barriac-les-bosquets/ville-15018,5.7,5.7,5.7,5.7,5.1,4.7,5.3,5.1,5.3,5.7,5.8,5.5,5.7,5.8,5.2,5.2,4.6
Barro (16700),/management/ville/barro/ville-16031,8.3,8.6,8.7,8.7,8.1,7.7,9.2,9.1,9.4,10.4,10.6,10.4,10.5,10.1,9.3,8.9,8.3
Barrou (37350),/management/ville/barrou/ville-37019,7.2,7.6,7.4,7.4,6.6,6.2,7.7,7.9,7.7,8.4,9,9.1,9.3,9.2,8.5,8.2,7.8
Barry (65380),/management/ville/barry/ville-65067,8.8,9.2,8.9,8.9,8.3,7.7,9.8,9.9,9.9,10.8,11.3,11.3,11.5,11.3,10.4,9.9,9.4
Barry-d'Islemade (82290),/management/ville/barry-d-islemade/ville-82011,8.4,8.6,9.2,9.2,8.7,8.1,9.5,9.9,10.1,10.7,11.3,11.4,11.9,11.8,11.1,10.6,9.8
Bars (24210),/management/ville/bars/ville-24025,7.1,7.5,7.6,7.6,6.9,6.6,8.1,8.4,8.8,9.7,10.1,10.2,10.3,10,9.3,8.7,8
Bars (32300),/management/ville/bars/ville-32030,5.6,5.8,6.3,6.3,5.7,5.5,6.6,6.9,7.2,7.7,8.5,8.4,8.8,8.4,7.6,7.1,6.7
Barsac (26150),/management/ville/barsac/ville-26027,8.4,8.6,8.2,8.2,7.4,7.1,8.6,8.7,8.7,9.5,9.9,9.8,10.1,9.9,9.3,9.1,8.3
Barsac (33720),/management/ville/barsac/ville-33030,8.7,9.1,8.6,8.6,7.6,7,8.4,8.8,8.9,9.5,9.8,9.9,10.1,9.8,9.2,8.7,8
Barst (57450),/management/ville/barst/ville-57052,10.8,11.9,12.3,12.3,10.7,9.6,12.5,12.4,11.9,12.5,13.7,13.5,13.5,13.1,12.4,11.4,10.8
Bart (25420),/management/ville/bart/ville-25043,8.4,9.4,10.6,10.6,9.3,8.5,11.3,11,10.3,11.4,12.4,12.3,12,11.3,10,9.6,9.2
Bartenheim (68870),/management/ville/bartenheim/ville-68021,4.7,5.9,6.7,6.7,5.9,5,6.4,6.4,6.2,6.7,7.2,7.4,7.6,7.7,7.1,6.6,6.6
Barthe (65230),/management/ville/barthe/ville-65068,8.8,9.2,8.9,8.9,8.3,7.7,9.8,9.9,9.9,10.8,11.3,11.3,11.5,11.3,10.4,9.9,9.4
Bartherans (25440),/management/ville/bartherans/ville-25044,6.7,7,7.3,7.3,6.6,6.3,8.1,8,7.5,7.9,8.3,8.2,8.4,8.3,7.7,7.3,7
Bartrès (65100),/management/ville/bartres/ville-65070,8.8,9.2,8.9,8.9,8.3,7.7,9.8,9.9,9.9,10.8,11.3,11.3,11.5,11.3,10.4,9.9,9.4
Barville (27230),/management/ville/barville/ville-27042,8.4,9,9,9,7.5,7.1,9.5,9.3,9.5,10.7,11.2,11,11.3,11.2,10.2,9.8,9
Barville (61170),/management/ville/barville/ville-61026,7.4,7.6,7.6,7.6,6.8,6.8,8.5,8,8.1,9,9.4,9.5,9.8,9.5,8.8,8.4,7.9
Barville (88300),/management/ville/barville/ville-88036,7.6,8.3,7.7,7.7,7.1,6.6,8.4,8.7,9,9.8,10.6,10.1,10,9.3,8.4,7.9,7.3
Barville-en-Gâtinais (45340),/management/ville/barville-en-gatinais/ville-45021,5.8,6.1,6.5,6.5,6,5.4,7,7.5,7.6,8.6,9.1,9.2,9.4,9.5,8.4,7.9,7.8
Barzan (17120),/management/ville/barzan/ville-17034,9.9,10.5,10.4,10.4,9.2,8.5,10.2,10.5,10.4,10.9,11.7,11.6,11.9,11.5,11.1,10.8,10
Barzun (64530),/management/ville/barzun/ville-64097,7.3,7.6,7.1,7.1,6.6,6.2,7.5,7.6,7.5,7.8,8.2,8.4,8.5,8.2,7.6,7.3,6.9
Barzy-en-Thiérache (02170),/management/ville/barzy-en-thierache/ville-02050,12.8,13.4,13.9,13.9,12.7,12.6,14.8,15.3,15.4,16.6,17.3,17.1,17,16.6,15.7,15.3,14.2
Barzy-sur-Marne (02850),/management/ville/barzy-sur-marne/ville-02051,8.4,9.2,9.5,9.5,8.8,8.4,10.5,10.7,10.7,11.7,12,11.5,11.6,11.4,10.9,10.5,9.7
Bas-en-Basset (43210),/management/ville/bas-en-basset/ville-43020,8.2,8.4,8.4,8.4,7.5,7,9.2,8.9,8.8,9.4,9.9,10,10.2,9.9,9.1,8.8,8.1
Bas-et-Lezat (63310),/management/ville/bas-et-lezat/ville-63030,6.8,7.2,7.3,7.3,6.8,6.5,8,8.1,7.9,8.2,8.5,8.5,8.7,8.5,7.9,7.6,7.1
Bas-Lieu (59440),/management/ville/bas-lieu/ville-59050,12.7,12.9,13.1,13.1,12.1,11.4,14.5,14.9,14.4,15.1,15.7,15.2,15.4,15.3,15.2,15.1,13.8
Bas-Mauco (40500),/management/ville/bas-mauco/ville-40026,6.1,6.3,6.3,6.3,5.6,5.2,6.3,6.7,7,7.5,7.9,7.9,8.1,7.9,7.4,6.9,6.5
Bascons (40090),/management/ville/bascons/ville-40025,6.1,6.3,6.3,6.3,5.6,5.2,6.3,6.7,7,7.5,7.9,7.9,8.1,7.9,7.4,6.9,6.5
Bascous (32190),/management/ville/bascous/ville-32031,6.1,6.3,6.3,6.3,5.6,5.2,6.3,6.7,7,7.5,7.9,7.9,8.1,7.9,7.4,6.9,6.5
Baslieux (54620),/management/ville/baslieux/ville-54049,7.7,8.3,8.5,8.5,7.8,7.2,9.4,9.5,9.1,9.9,10.7,10.7,10.6,10.1,9.5,8.8,8.2
Baslieux-lès-Fismes (51170),/management/ville/baslieux-les-fismes/ville-51037,8.3,8.7,9.1,9.1,8,7.5,9.3,9.1,9.3,10,10.8,10.9,10.9,10.5,9.7,9.3,8.9
Baslieux-sous-Châtillon (51700),/management/ville/baslieux-sous-chatillon/ville-51038,5.4,5.8,6,6,5.3,5.1,6.3,6.5,6.6,7.2,7.7,7.6,7.9,7.5,6.9,6.4,5.9
Basly (14610),/management/ville/basly/ville-14044,8.5,8.7,8.8,8.8,7.8,7,8.8,8.9,8.9,9.4,9.8,9.8,10,9.6,8.9,8.6,7.9
Bassac (16120),/management/ville/bassac/ville-16032,7,7.3,7.3,7.3,6.6,6.4,8.4,8.3,8,8.4,8.9,8.7,8.5,8.1,7.4,7.3,6.9
Bassan (34290),/management/ville/bassan/ville-34025,11.1,11.5,11.6,11.6,11,10.9,13.1,13.3,13.4,14.4,15,15.1,15,14.7,13.9,13.8,13.3
Bassanne (33190),/management/ville/bassanne/ville-33031,8.7,9.1,8.6,8.6,7.6,7,8.4,8.8,8.9,9.5,9.8,9.9,10.1,9.8,9.2,8.7,8
Basse-Goulaine (44115),/management/ville/basse-goulaine/ville-44009,7.3,7.5,7.3,7.3,6.5,5.8,7.5,7.5,7.2,7.6,8.1,8.2,8.5,8,7.3,7,6.5
Basse-Ham (57970),/management/ville/basse-ham/ville-57287,7.6,8,8.6,8.6,7.8,7,9.4,9.1,8.9,9.6,10.4,10.3,10.3,9.9,9.2,8.7,7.8
Basse-Pointe (97218),/management/ville/basse-pointe/ville-97203,19.7,19.6,22.7,22.7,20.2,21.2,21.3,20.4,20.5,20.1,20.6,20.3,19.4,18.7,19.7,19.3,
Basse-Rentgen (57570),/management/ville/basse-rentgen/ville-57574,7.6,8,8.6,8.6,7.8,7,9.4,9.1,8.9,9.6,10.4,10.3,10.3,9.9,9.2,8.7,7.8
Basse-sur-le-Rupt (88120),/management/ville/basse-sur-le-rupt/ville-88037,7.6,7.9,8.5,8.5,7.6,7.2,9.3,9.1,9,10.1,10.6,10.7,10.9,10.3,9.3,8.7,8.1
Basse-Terre (97100),/management/ville/basse-terre/ville-97105,20.4,19,21,21,19.1,18.6,18.3,20.1,18.4,18.6,20.6,20.7,20.6,20.6,19.3,20.3,
Bassemberg (67220),/management/ville/bassemberg/ville-67022,5.5,6.1,6.3,6.3,5.5,5.5,7.2,7.4,7.1,7.4,7.8,7.7,7.8,7.8,7.1,6.6,6.2
Basseneville (14670),/management/ville/basseneville/ville-14045,8.5,8.7,8.8,8.8,7.8,7,8.8,8.9,8.9,9.4,9.8,9.8,10,9.6,8.9,8.6,7.9
Bassens (33530),/management/ville/bassens/ville-33032,8.7,9.1,8.6,8.6,7.6,7,8.4,8.8,8.9,9.5,9.8,9.9,10.1,9.8,9.2,8.7,8
Bassens (73000),/management/ville/bassens/ville-73031,6.7,6.8,6.3,6.3,5.7,5.4,7.3,7.5,7.2,7.6,7.9,8,8.2,7.9,7.3,6.9,6.4
Bassercles (40700),/management/ville/bassercles/ville-40027,7.3,7.6,7.1,7.1,6.6,6.2,7.5,7.6,7.5,7.8,8.2,8.4,8.5,8.2,7.6,7.3,6.9
Basses (86200),/management/ville/basses/ville-86018,6.8,7,7.2,7.2,6.2,5.9,7.7,7.6,7.4,8.1,8.4,8.6,8.7,8.5,7.9,7.5,7
Basseux (62123),/management/ville/basseux/ville-62085,7,7.4,8,8,7.3,7,8.5,8.6,8.7,9.2,9.6,9.4,9.3,8.9,8.3,8,7.5
Bassevelle (77750),/management/ville/bassevelle/ville-77024,6.7,7.5,7.5,7.5,6.8,6.2,7.9,8,8,8.6,9.5,9.6,9.5,9.6,9,8.8,8.1
Bassignac (15240),/management/ville/bassignac/ville-15019,5.7,5.7,5.7,5.7,5.1,4.7,5.3,5.1,5.3,5.7,5.8,5.5,5.7,5.8,5.2,5.2,4.6
Bassignac-le-Bas (19430),/management/ville/bassignac-le-bas/ville-19017,6.1,6.4,6.4,6.4,5.8,5.5,7.2,7,7.4,8.4,9,8.9,9.1,9.1,8.3,8,7.4
Bassignac-le-Haut (19220),/management/ville/bassignac-le-haut/ville-19018,4.4,4.7,4.5,4.5,3.9,3.9,5,5.1,5.3,5.9,6.4,6.4,6.8,6.9,6.5,6.3,5.7
Bassigney (70800),/management/ville/bassigney/ville-70052,6.4,6.9,7.9,7.9,7.1,6.7,8.9,8.3,8.1,9.2,9.9,9.9,9.6,8.8,8.2,7.8,7.6
Bassillac et Auberoche (24330),/management/ville/bassillac-et-auberoche/ville-24026,7.1,7.5,7.6,7.6,6.9,6.6,8.1,8.4,8.8,9.7,10.1,10.2,10.3,10,9.3,8.7,8
Bassillon-Vauzé (64350),/management/ville/bassillon-vauze/ville-64098,7.3,7.6,7.1,7.1,6.6,6.2,7.5,7.6,7.5,7.8,8.2,8.4,8.5,8.2,7.6,7.3,6.9
Bassing (57260),/management/ville/bassing/ville-57053,10.8,11.9,12.3,12.3,10.7,9.6,12.5,12.4,11.9,12.5,13.7,13.5,13.5,13.1,12.4,11.4,10.8
Bassoles-Aulers (02380),/management/ville/bassoles-aulers/ville-02052,10.6,10.6,11.1,11.1,9.9,9.3,11.6,11.9,12.1,13.3,13.8,13.6,13.3,13.3,12.6,11.9,11.3
Bassoncourt (52240),/management/ville/bassoncourt/ville-52038,6.4,7,7.2,7.2,6.1,5.9,7.8,7.2,6.9,7.3,7.7,7.5,7.6,7.4,6.6,6.3,5.7
Bassou (89400),/management/ville/bassou/ville-89029,7.1,7.5,7.7,7.7,6.8,6.5,8.5,8.5,8.4,9.1,9.5,9.3,9.5,9.3,8.4,8,7.7
Bassoues (32320),/management/ville/bassoues/ville-32032,5.6,5.8,6.3,6.3,5.7,5.5,6.6,6.9,7.2,7.7,8.5,8.4,8.8,8.4,7.6,7.1,6.7
Bassu (51300),/management/ville/bassu/ville-51039,9.2,9.9,10.1,10.1,9,8.6,10.8,10.1,10,11.2,12.1,11.9,11.9,11.3,10.3,9.8,8.8
Bassuet (51300),/management/ville/bassuet/ville-51040,9.2,9.9,10.1,10.1,9,8.6,10.8,10.1,10,11.2,12.1,11.9,11.9,11.3,10.3,9.8,8.8
Bassurels (48400),/management/ville/bassurels/ville-48020,4.7,4.9,5,5,4.4,4,4.8,4.9,5.2,5.6,6.1,6,6.4,6.3,5.9,5.7,5.4
Bassussarry (64200),/management/ville/bassussarry/ville-64100,7.8,7.7,7.3,7.3,6.9,6.5,7.9,8,8,8.7,9.1,9,9,8.7,8.2,7.9,7.3
Bassy (74910),/management/ville/bassy/ville-74029,5.1,5.4,5.3,5.3,4.9,4.8,7,7.1,6.6,7.1,7.4,7.6,7.9,7.7,7.2,7,6.8
Bastanès (64190),/management/ville/bastanes/ville-64099,7.3,7.6,7.1,7.1,6.6,6.2,7.5,7.6,7.5,7.8,8.2,8.4,8.5,8.2,7.6,7.3,6.9
